camera_id,source_video,date,time,period,vehicle_count_1min,volume_veh_per_hour,avg_speed_kmh,queue_length_veh,wait_time_min,green_seconds,density_percent,weather_temp_c,accident_count,roadwork_flag,event_flag,is_holiday,hour,minute,day,day_of_week,month,is_weekend,hour_sin,hour_cos,weather_condition_Clear,weather_condition_Cloudy,weather_condition_Hot,weather_condition_Rain
CAM_002,malam_cctv_006_20260613_202709.mp4,6/13/2026,20:27:09,Night,4.0,240.0,3.72,0.0,0.0,48.9,2.29,28.5,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
CAM_007,malam_cctv_007_20260518_033146.mp4,5/18/2026,2:32:30,Late Night,16.0,960.0,17.62,2.0,0.8,52.7,14.11,24.5,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
CAM_011,malam_cctv_008_20260518_004504.mp4,5/18/2026,23:49:10 PM,Late Night,0.0,0.0,80.0,0.0,0.0,33.0,0.0,25.9,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
CAM_003,malam_cctv_009_20260518_004524.mp4,5/18/2026,23:58:54 PM,Late Night,0.0,0.0,80.0,0.0,0.0,33.0,0.0,25.5,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
CAM_011,malam_cctv_010_20260613_202740.mp4,6/13/2026,20:27:40,Night,7.0,420.0,6.79,0.0,0.0,48.2,1.77,28.5,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
CAM_008,malam_cctv_011_20260613_224301.mp4,6/13/2026,22:43:01,Night,81.0,4860.0,22.92,45.0,18.0,90.0,57.03,27.2,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
CAM_001,malam_cctv_012_20260613_002431.mp4,6/13/2026,0:24:31,Late Night,0.0,0.0,80.0,0.0,0.0,33.0,0.0,26.8,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.0
CAM_012,malam_cctv_013_20260613_224644.mp4,6/13/2026,22:46:44,Night,6.0,360.0,9.01,1.0,0.4,51.3,8.59,26.9,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
CAM_011,malam_cctv_014_20260518_033116.mp4,5/18/2026,2:35:23,Late Night,0.0,0.0,80.0,0.0,0.0,33.0,0.0,24.9,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
CAM_002,malam_cctv_015_20260613_224732.mp4,6/13/2026,22:47:32,Night,1.0,60.0,4.05,1.0,0.4,52.2,8.35,27.2,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
